"id","id_produto","order_id","codigo","descricao","unidade","quantidade","valor_unitario","createdAt","updatedAt"
974,"797409689","803997214","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 37 - Off-White","PR","1.00","104.90","2024-07-19 14:14:04.292+00","2024-07-19 14:14:04.292+00"
975,"797409686","804026019","C224003-36","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 36 - Off-White","PR","1.00","104.90","2024-07-19 14:14:05.26+00","2024-07-19 14:14:05.26+00"
976,"797956368","804136282","5489.100-20","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Preto","PR","1.00","109.90","2024-07-19 14:14:06.901+00","2024-07-19 14:14:06.901+00"
977,"797409683","804289060","C224003-35","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 35 - Off-White","PR","1.00","104.90","2024-07-19 14:14:08.896+00","2024-07-19 14:14:08.896+00"
978,"797409689","804373098","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 37 - Off-White","PR","1.00","104.90","2024-07-19 14:14:10.226+00","2024-07-19 14:14:10.226+00"
979,"797409683","804458019","C224003-35","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 35 - Off-White","PR","1.00","104.90","2024-07-19 14:14:11.036+00","2024-07-19 14:14:11.036+00"
980,"797409692","804557162","C224003-38","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 38 - Off-White","PR","1.00","0.00","2024-07-19 14:14:11.712+00","2024-07-19 14:14:11.712+00"
981,"797954094","804745399","189538-8","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 44 - Preto/Cinza","PR","1.00","149.90","2024-07-19 14:14:12.612+00","2024-07-19 14:14:12.612+00"
982,"797956338","804830905","5489.100-13","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 36 - Off-White","PR","1.00","109.00","2024-07-19 14:14:13.395+00","2024-07-19 14:14:13.395+00"
983,"797954086","804983870","189538-6","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 42 - Preto/Cinza","PR","1.00","149.90","2024-07-19 14:14:14.284+00","2024-07-19 14:14:14.284+00"
984,"797409692","804985977","C224003-38","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 38 - Off-White","PR","1.00","109.90","2024-07-19 14:14:14.985+00","2024-07-19 14:14:14.985+00"
985,"797409686","805004225","C224003-36","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 36 - Off-White","PR","1.00","109.90","2024-07-19 14:14:16.392+00","2024-07-19 14:14:16.392+00"
986,"797965750","805069116","RA00010007-44","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010007 - 44 - Branco/Marinho","PR","1.00","149.90","2024-07-19 14:14:17.239+00","2024-07-19 14:14:17.239+00"
987,"797956356","805285466","5489.100-17","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Off-White","PR","1.00","109.90","2024-07-19 14:14:19.671+00","2024-07-19 14:14:19.671+00"
988,"800568812","805397071","23396734","Tênis Vizzano Casual Flatform Brilho Feminino 1339.517 - 34 - Branco","PR","1.00","149.90","2024-07-19 14:14:20.939+00","2024-07-19 14:14:20.939+00"
989,"797961656","805702239","6459.118-1","Sandália Papete Vizzano Tiras Strass Feminina 6459.118 - 34 - Ouro Rosado","PR","1.00","122.99","2024-07-19 14:14:21.727+00","2024-07-19 14:14:21.727+00"
990,"797409686","805712364","C224003-36","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 36 - Off-White","PR","1.00","109.90","2024-07-19 14:14:22.457+00","2024-07-19 14:14:22.457+00"
991,"797965747","805875952","RA00010007-43","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010007 - 43 - Branco/Marinho","PR","1.00","149.90","2024-07-19 14:14:23.145+00","2024-07-19 14:14:23.145+00"
992,"797409686","805881942","C224003-36","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 36 - Off-White","PR","1.00","114.90","2024-07-19 14:14:23.82+00","2024-07-19 14:14:23.82+00"
993,"797409689","805888268","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 37 - Off-White","PR","1.00","114.90","2024-07-19 14:14:24.447+00","2024-07-19 14:14:24.447+00"
994,"797409686","805899546","C224003-36","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 36 - Off-White","PR","1.00","114.90","2024-07-19 14:14:25.137+00","2024-07-19 14:14:25.137+00"
995,"797961672","805924655","6459.118-5","Sandália Papete Vizzano Tiras Strass Feminina 6459.118 - 38 - Ouro Rosado","PR","1.00","124.99","2024-07-19 14:14:26.428+00","2024-07-19 14:14:26.428+00"
996,"800493773","805979254","23721372","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 37 - Dourado","PR","1.00","108.90","2024-07-19 14:14:27.058+00","2024-07-19 14:14:27.058+00"
997,"797409686","806029428","C224003-36","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 36 - Off-White","PR","1.00","114.90","2024-07-19 14:14:27.815+00","2024-07-19 14:14:27.815+00"
998,"805761922","806148634","5712.205-2","Tênis Casual Moleca Microfuros Feminino 5712.205 - 36 - Branco Off","PR","1.00","114.90","2024-07-19 14:14:28.499+00","2024-07-19 14:14:28.499+00"
999,"797409689","806191547","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 37 - Off-White","PR","1.00","114.90","2024-07-19 14:14:29.183+00","2024-07-19 14:14:29.183+00"
1000,"797409683","806258758","C224003-35","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 35 - Off-White","PR","1.00","114.90","2024-07-19 14:14:29.811+00","2024-07-19 14:14:29.811+00"
1001,"797409683","806275182","C224003-35","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 35 - Off-White","PR","1.00","114.90","2024-07-19 14:14:30.482+00","2024-07-19 14:14:30.482+00"
1002,"797956364","806529892","5489.100-19","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Nude/Ouro Rosado","PR","1.00","109.90","2024-07-19 14:14:31.147+00","2024-07-19 14:14:31.147+00"
1003,"797409686","806602327","C224003-36","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 36 - Off-White","PR","1.00","114.90","2024-07-19 14:14:31.889+00","2024-07-19 14:14:31.889+00"
1004,"797409689","806602327","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 37 - Off-White","PR","1.00","114.90","2024-07-19 14:14:31.889+00","2024-07-19 14:14:31.889+00"
1005,"802081215","806619272","43498240-MRHO-38","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 38 - Marinho","PR","1.00","198.90","2024-07-19 14:14:32.593+00","2024-07-19 14:14:32.593+00"
1006,"800181972","806865082","23268126","Sandália Papete Vizzano Calce Fácil Brilho Feminina 6499.103 - 39 - Bege","PR","1.00","128.90","2024-07-19 14:14:33.233+00","2024-07-19 14:14:33.233+00"
1007,"800181972","806865939","23268126","Sandália Papete Vizzano Calce Fácil Brilho Feminina 6499.103 - 39 - Bege","PR","1.00","128.90","2024-07-19 14:14:33.862+00","2024-07-19 14:14:33.862+00"
1008,"800493776","807119793","23721376","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 38 - Dourado","PR","1.00","108.90","2024-07-19 14:14:34.517+00","2024-07-19 14:14:34.517+00"
1009,"797956356","807136839","5489.100-17","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Off-White","PR","1.00","109.90","2024-07-19 14:14:35.165+00","2024-07-19 14:14:35.165+00"
1010,"797409689","807161280","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 37 - Off-White","PR","1.00","114.90","2024-07-19 14:14:35.819+00","2024-07-19 14:14:35.819+00"
1011,"800493773","807185629","23721372","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 37 - Dourado","PR","1.00","108.90","2024-07-19 14:14:36.475+00","2024-07-19 14:14:36.475+00"
1012,"797409689","807193147","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 37 - Off-White","PR","1.00","114.90","2024-07-19 14:14:37.191+00","2024-07-19 14:14:37.191+00"
1013,"801401864","807222400","F01L039-9","Tênis Fila Classic Runner Sl Masculino F01L039 - 40 - Branco/Marinho","PR","1.00","298.90","2024-07-19 14:14:37.847+00","2024-07-19 14:14:37.847+00"
1014,"801401864","807234772","F01L039-9","Tênis Fila Classic Runner Sl Masculino F01L039 - 40 - Branco/Marinho","PR","1.00","298.90","2024-07-19 14:14:38.483+00","2024-07-19 14:14:38.483+00"
1015,"805761918","807309722","5712.205-1","Tênis Casual Moleca Microfuros Feminino 5712.205 - 35 - Branco Off","PR","1.00","114.90","2024-07-19 14:14:39.154+00","2024-07-19 14:14:39.154+00"
1016,"802081208","807333463","43498240-MRHO-36","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 36 - Marinho","PR","1.00","198.90","2024-07-19 14:14:39.81+00","2024-07-19 14:14:39.81+00"
1017,"797956352","807426236","5489.100-16","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 36 - Preto","PR","1.00","109.90","2024-07-19 14:14:40.464+00","2024-07-19 14:14:40.464+00"
1018,"797409695","807477679","C224003-39","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 39 - Off-White","PR","1.00","114.90","2024-07-19 14:14:41.124+00","2024-07-19 14:14:41.124+00"
1019,"801401860","807519145","F01L039-8","Tênis Fila Classic Runner Sl Masculino F01L039 - 39 - Branco/Marinho","PR","1.00","298.90","2024-07-19 14:14:42.107+00","2024-07-19 14:14:42.107+00"
1020,"801272371","807596933","346901-25-38","Bota Bottero Cano Baixo Salto Bloco Couro Feminina 346901 - 38 - Marrom","PR","1.00","249.90","2024-07-19 14:14:42.777+00","2024-07-19 14:14:42.777+00"
1021,"797409695","807820178","C224003-39","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 39 - Off-White","PR","1.00","114.90","2024-07-19 14:15:01.81+00","2024-07-19 14:15:01.81+00"
1022,"797956368","808095158","5489.100-20","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Preto","PR","1.00","109.90","2024-07-19 14:15:02.524+00","2024-07-19 14:15:02.524+00"
1023,"797956368","808174646","5489.100-20","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Preto","PR","1.00","109.90","2024-07-19 14:15:03.157+00","2024-07-19 14:15:03.157+00"
1024,"801401864","808203646","F01L039-9","Tênis Fila Classic Runner Sl Masculino F01L039 - 40 - Branco/Marinho","PR","1.00","298.90","2024-07-19 14:15:03.856+00","2024-07-19 14:15:03.856+00"
1025,"797409683","808451203","C224003-35","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino  - 35 - Off-White","PR","1.00","114.90","2024-07-19 14:15:04.59+00","2024-07-19 14:15:04.59+00"
1026,"803202626","808489778","43338186-PRETO-40","Tênis Olympikus Wellness 2 Calce Fácil Masculino 43338186 - 40 - PRETO","PR","1.00","201.94","2024-07-19 14:15:05.48+00","2024-07-19 14:15:05.48+00"
1027,"797957996","808497703","5489.105-9","Sandália Moleca Flatform Confortável Feminina 5489.105 - 37 - Off-White","PR","1.00","119.90","2024-07-19 14:15:06.131+00","2024-07-19 14:15:06.131+00"
1028,"802081212","808502581","43498240-MRHO-37","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 37 - Marinho","PR","1.00","198.90","2024-07-19 14:15:06.812+00","2024-07-19 14:15:06.812+00"
1029,"800493776","808526272","23721376","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 38 - Dourado","PR","1.00","108.90","2024-07-19 14:15:07.639+00","2024-07-19 14:15:07.639+00"
1030,"801401860","808529680","F01L039-8","Tênis Fila Classic Runner Sl Masculino F01L039 - 39 - Branco/Marinho","PR","1.00","298.90","2024-07-19 14:15:08.548+00","2024-07-19 14:15:08.548+00"
1031,"800493776","808556441","23721376","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 38 - Dourado","PR","1.00","108.90","2024-07-19 14:15:09.22+00","2024-07-19 14:15:09.22+00"
1032,"800493781","808557985","23721378","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 39 - Dourado","PR","1.00","108.90","2024-07-19 14:15:10.053+00","2024-07-19 14:15:10.053+00"
1033,"803202644","808586669","43338186-PRETO-43","Tênis Olympikus Wellness 2 Calce Fácil Masculino 43338186 - 43 - PRETO","PR","1.00","201.94","2024-07-19 14:15:11.035+00","2024-07-19 14:15:11.035+00"
1034,"802081212","808621455","43498240-MRHO-37","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 37 - Marinho","PR","1.00","198.90","2024-07-19 14:15:11.926+00","2024-07-19 14:15:11.926+00"
1035,"805761918","808697336","5712.205-1","Tênis Casual Moleca Microfuros Feminino 5712.205 - 35 - Branco Off","PR","1.00","114.90","2024-07-19 14:15:12.775+00","2024-07-19 14:15:12.775+00"
1036,"801401869","808702088","F01L039-10","Tênis Fila Classic Runner Sl Masculino F01L039 - 41 - Branco/Marinho","PR","1.00","298.90","2024-07-19 14:15:13.431+00","2024-07-19 14:15:13.431+00"
1037,"801401869","808715276","F01L039-10","Tênis Fila Classic Runner Sl Masculino F01L039 - 41 - Branco/Marinho","PR","1.00","298.90","2024-07-19 14:15:14.284+00","2024-07-19 14:15:14.284+00"
1038,"800493792","808719697","23721346","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 36 - Prata","PR","1.00","108.90","2024-07-19 14:15:15.851+00","2024-07-19 14:15:15.851+00"
1039,"800493806","808719697","23721356","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 39 - Prata","PR","1.00","108.90","2024-07-19 14:15:15.851+00","2024-07-19 14:15:15.851+00"
1040,"800493787","808719697","23721344","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 35 - Prata","PR","1.00","108.90","2024-07-19 14:15:15.851+00","2024-07-19 14:15:15.851+00"
1041,"800493784","808719697","23721342","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 34 - Prata","PR","1.00","108.90","2024-07-19 14:15:15.851+00","2024-07-19 14:15:15.851+00"
1042,"800493795","808719697","23721350","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 37 - Prata","PR","1.00","108.90","2024-07-19 14:15:15.851+00","2024-07-19 14:15:15.851+00"
1043,"800493799","808719697","23721354","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 38 - Prata","PR","1.00","108.90","2024-07-19 14:15:15.851+00","2024-07-19 14:15:15.851+00"
1044,"797937452","808978400","C224003-9","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Preto","PR","1.00","88.90","2024-07-19 14:15:17.739+00","2024-07-19 14:15:17.739+00"
1045,"797960685","809125178","5325.119-3","Bota Coturno Moleca Salto Bloco Alto Feminina 5325.119 - 36 - Preto","PR","1.00","169.90","2024-07-19 14:15:19.27+00","2024-07-19 14:15:19.27+00"
1046,"805761918","809217068","5712.205-1","Tênis Casual Moleca Microfuros Feminino 5712.205 - 35 - Branco Off","PR","1.00","114.90","2024-07-19 14:15:20.135+00","2024-07-19 14:15:20.135+00"
1047,"801272376","809262132","346901-25-39","Bota Bottero Cano Baixo Salto Bloco Couro Feminina 346901 - 39 - Marrom","PR","1.00","249.90","2024-07-19 14:15:21.207+00","2024-07-19 14:15:21.207+00"
1048,"797937452","809316175","C224003-9","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Preto","PR","1.00","117.90","2024-07-19 14:15:21.919+00","2024-07-19 14:15:21.919+00"
1049,"797937448","809369991","C224003-8","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 35 - Preto","PR","1.00","0.00","2024-07-19 14:15:22.733+00","2024-07-19 14:15:22.733+00"
1050,"803202614","809397054","43338186-PRETO-38","Tênis Olympikus Wellness 2 Calce Fácil Masculino 43338186 - 38 - PRETO","PR","1.00","201.94","2024-07-19 14:15:23.434+00","2024-07-19 14:15:23.434+00"
1051,"802081212","809501755","43498240-MRHO-37","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 37 - Marinho","PR","1.00","198.90","2024-07-19 14:15:24.146+00","2024-07-19 14:15:24.146+00"
1052,"803202626","809503994","43338186-PRETO-40","Tênis Olympikus Wellness 2 Calce Fácil Masculino 43338186 - 40 - PRETO","PR","1.00","201.94","2024-07-19 14:15:24.841+00","2024-07-19 14:15:24.841+00"
1053,"803202626","809507109","43338186-PRETO-40","Tênis Olympikus Wellness 2 Calce Fácil Masculino 43338186 - 40 - PRETO","PR","1.00","201.94","2024-07-19 14:15:25.571+00","2024-07-19 14:15:25.571+00"
1054,"803202614","809679646","43338186-PRETO-38","Tênis Olympikus Wellness 2 Calce Fácil Masculino 43338186 - 38 - PRETO","PR","1.00","201.94","2024-07-19 14:15:27.586+00","2024-07-19 14:15:27.586+00"
1055,"803202638","809679646","43338186-PRETO-42","Tênis Olympikus Wellness 2 Calce Fácil Masculino 43338186 - 42 - PRETO","PR","1.00","201.94","2024-07-19 14:15:27.586+00","2024-07-19 14:15:27.586+00"
1056,"797937452","809737411","C224003-9","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Preto","PR","1.00","114.90","2024-07-19 14:15:28.307+00","2024-07-19 14:15:28.307+00"
1057,"797409692","809839674","C224003-38","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 38 - Off-White","PR","1.00","114.90","2024-07-19 14:15:28.986+00","2024-07-19 14:15:28.986+00"
1058,"797409689","809986740","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 37 - Off-White","PR","1.00","114.90","2024-07-19 14:15:29.71+00","2024-07-19 14:15:29.71+00"
1059,"797937448","810049889","C224003-8","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 35 - Preto","PR","1.00","114.90","2024-07-19 14:15:30.443+00","2024-07-19 14:15:30.443+00"
1060,"797937448","810073796","C224003-8","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 35 - Preto","PR","1.00","114.90","2024-07-19 14:15:31.167+00","2024-07-19 14:15:31.167+00"
1061,"797937448","810074064","C224003-8","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 35 - Preto","PR","1.00","114.90","2024-07-19 14:15:31.854+00","2024-07-19 14:15:31.854+00"
1062,"802081215","810089361","43498240-MRHO-38","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 38 - Marinho","PR","1.00","198.90","2024-07-19 14:15:32.511+00","2024-07-19 14:15:32.511+00"
1063,"797956372","810152571","5489.100-21","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 38 - Off-White","PR","1.00","109.90","2024-07-19 14:15:33.275+00","2024-07-19 14:15:33.275+00"
1064,"797956372","810162877","5489.100-21","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 38 - Off-White","PR","1.00","109.90","2024-07-19 14:15:34.007+00","2024-07-19 14:15:34.007+00"
1065,"797937448","810162924","C224003-8","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 35 - Preto","PR","1.00","114.90","2024-07-19 14:15:34.679+00","2024-07-19 14:15:34.679+00"
1066,"800493773","810180321","23721372","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 37 - Dourado","PR","1.00","114.90","2024-07-19 14:15:35.375+00","2024-07-19 14:15:35.375+00"
1067,"800941952","810195263","346907-02-37","Bota Bottero Cano Médio Salto Bloco Couro Feminina 346907  - 37 - Preto","PR","1.00","278.90","2024-07-19 14:15:36.061+00","2024-07-19 14:15:36.061+00"
1068,"797937452","810208161","C224003-9","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Preto","PR","1.00","114.90","2024-07-19 14:15:36.783+00","2024-07-19 14:15:36.783+00"
1069,"807057205","810210871","11U335X-47-10","Tênis Fila Euro Jogger Sport Masculino 11U335X - 47 - Preto/Cinza","PA","1.00","368.99","2024-07-19 14:15:37.475+00","2024-07-19 14:15:37.475+00"
1070,"801272361","810246545","346901-25-36","Bota Bottero Cano Baixo Salto Bloco Couro Feminina 346901 - 36 - Marrom","PR","1.00","249.90","2024-07-19 14:15:38.76+00","2024-07-19 14:15:38.76+00"
1071,"797409689","810341785","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 37 - Off-White","PR","1.00","114.90","2024-07-19 14:15:39.412+00","2024-07-19 14:15:39.412+00"
1072,"797956368","810543117","5489.100-20","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Preto","PR","1.00","109.90","2024-07-19 14:15:40.143+00","2024-07-19 14:15:40.143+00"
1073,"797937448","810589726","C224003-8","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 35 - Preto","PR","1.00","114.90","2024-07-19 14:15:40.812+00","2024-07-19 14:15:40.812+00"
1074,"807069097","810609403","RA02390001-41-5","Tênis Rainha Iate III Masculino RA02390001  - 41 - Preto/Branco","PR","1.00","157.90","2024-07-19 14:15:41.522+00","2024-07-19 14:15:41.522+00"
1075,"807069097","810609450","RA02390001-41-5","Tênis Rainha Iate III Masculino RA02390001  - 41 - Preto/Branco","PR","1.00","157.90","2024-07-19 14:15:42.203+00","2024-07-19 14:15:42.203+00"
1076,"801401882","810619273","F01R00089-40","Tênis Fila Kr6 Corrida Masculino F01R00089 - 40 - Preto/Grafite","PR","1.00","499.90","2024-07-19 14:15:42.954+00","2024-07-19 14:15:42.954+00"
1077,"801401904","810722795","F01R00089-40-1","Tênis Fila Kr6 Corrida Masculino F01R00089 - 40 - Vermelho/Preto","PR","1.00","499.90","2024-07-19 14:15:43.627+00","2024-07-19 14:15:43.627+00"
1078,"802081208","810770475","43498240-MRHO-36","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 36 - Marinho","PR","1.00","198.90","2024-07-19 14:15:44.383+00","2024-07-19 14:15:44.383+00"
1079,"797956322","810773060","5489.100-9","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 35 - Off-White","PR","1.00","109.90","2024-07-19 14:15:45.098+00","2024-07-19 14:15:45.098+00"
1080,"797937452","810795405","C224003-9","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Preto","PR","1.00","114.90","2024-07-19 14:15:45.812+00","2024-07-19 14:15:45.812+00"
1081,"797937452","810957417","C224003-9","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Preto","PR","1.00","114.90","2024-07-19 14:15:46.504+00","2024-07-19 14:15:46.504+00"
1082,"797937464","811024998","C224003-12","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 39 - Preto","PR","1.00","114.90","2024-07-19 14:16:01.558+00","2024-07-19 14:16:01.558+00"
1083,"797937452","811025765","C224003-9","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Preto","PR","1.00","114.90","2024-07-19 14:16:02.359+00","2024-07-19 14:16:02.359+00"
1084,"807489930","811031147","RA00010016-37-1","Tênis Rainha VL 2500 Masculino RA00010016 - 37 - Bege/Preto","PR","1.00","164.90","2024-07-19 14:16:02.993+00","2024-07-19 14:16:02.993+00"
1085,"802081218","811033123","43498240-MRHO-39","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 39 - Marinho","PR","1.00","198.90","2024-07-19 14:16:03.733+00","2024-07-19 14:16:03.733+00"
1086,"807069046","811033484","RA02050012-37-4","Tênis Rainha Drive III Feminino RA02050012 - 37 - Azul Marinho/Rosa","PR","1.00","164.90","2024-07-19 14:16:04.594+00","2024-07-19 14:16:04.594+00"
1087,"800493795","811037115","23721350","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 37 - Prata","PR","1.00","114.90","2024-07-19 14:16:05.5+00","2024-07-19 14:16:05.5+00"
1088,"797937452","811053477","C224003-9","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Preto","PR","1.00","114.90","2024-07-19 14:16:06.164+00","2024-07-19 14:16:06.164+00"
1089,"797956368","811060420","5489.100-20","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Preto","PR","1.00","109.90","2024-07-19 14:16:06.99+00","2024-07-19 14:16:06.99+00"
1090,"801401882","811120405","F01R00089-40","Tênis Fila Kr6 Corrida Masculino F01R00089 - 40 - Preto/Grafite","PR","1.00","499.90","2024-07-19 14:16:07.881+00","2024-07-19 14:16:07.881+00"
1091,"797937448","811232962","C224003-8","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 35 - Preto","PR","1.00","117.90","2024-07-19 14:16:08.593+00","2024-07-19 14:16:08.593+00"
1092,"797409692","811243257","C224003-38","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 38 - Off-White","PR","1.00","114.90","2024-07-19 14:16:09.377+00","2024-07-19 14:16:09.377+00"
1093,"800493781","811246289","23721378","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 39 - Dourado","PR","1.00","114.90","2024-07-19 14:16:10.298+00","2024-07-19 14:16:10.298+00"
